drift,vol,leverage,horizon_years,median_terminal,mean_terminal,median_cagr,mean_cagr,median_vol,median_sharpe,median_max_dd,worst_max_dd,prob_loss,prob_beat_1x,prob_dd_gt_50,prob_dd_gt_70,prob_dd_gt_90
0.0,0.15,1.0,5,0.9434935145266254,0.9979478159419316,-0.011565765703992759,-0.00909877786835514,0.14994048504824015,-0.003048686341286742,-0.33052060850261034,-0.7119048172478302,0.5625,0.0,0.09275,0.00125,0.0
0.0,0.15,1.25,5,0.9143557938984226,0.996959805288673,-0.017747723239978086,-0.014159111099969892,0.1874256063103002,-0.0030486863412901243,-0.39972719450371313,-0.7923686261819164,0.58325,0.35125,0.243,0.00875,0.0
0.0,0.15,1.5,5,0.8791223796349685,0.9957996168933108,-0.02543711819638539,-0.020305400118596887,0.22491072757236025,-0.0030486863412885166,-0.4631248993312204,-0.851340867018032,0.59975,0.3355,0.40625,0.046,0.0
0.0,0.15,2.0,5,0.7975042572001942,0.9929654890385523,-0.04424497897338647,-0.03577108661980323,0.29988097009648035,-0.0030486863412874047,-0.5746862059662268,-0.9252870008843581,0.634,0.30675,0.67125,0.216,0.00225
0.0,0.15,2.5,5,0.7015249724565609,0.9893990341535961,-0.06844478020179678,-0.05529330012724959,0.3748512126206004,-0.003048686341287898,-0.6675162320953941,-0.9634311352375854,0.6645,0.28,0.85125,0.424,0.02125
0.0,0.15,3.0,5,0.602212260330154,0.9849550683384715,-0.09645483693616702,-0.07861987128092754,0.44982145514472044,-0.0030486863412873817,-0.7449610537163878,-0.9825701242497513,0.69325,0.249,0.93775,0.60375,0.09775
0.0,0.15,1.0,10,0.8905065545874737,0.9968425054851067,-0.011529502678755132,-0.01021313317095889,0.15000612396872448,-0.0017131008963436932,-0.44663614605887125,-0.8661643924089297,0.5975,0.0,0.35525,0.03125,0.0
0.0,0.15,1.25,10,0.8357304942466985,0.9958015154078937,-0.017784862038634608,-0.015879293570577508,0.1875076549609056,-0.0017131008963435794,-0.5316896559919518,-0.9215473960730884,0.621,0.29,0.57925,0.1255,0.0005
0.0,0.15,1.5,10,0.773026305397924,0.994822836536515,-0.025415663301816382,-0.02275543717976218,0.22500918595308672,-0.0017131008963422122,-0.6054425368772522,-0.9545870187224659,0.641,0.27225,0.73925,0.27,0.00325
0.0,0.15,2.0,10,0.6342970092669853,0.9933130501112342,-0.04450313524210647,-0.04003218553654226,0.3000122479374489,-0.0017131008963442657,-0.7267294064965535,-0.9853481939074398,0.6855,0.2355,0.91875,0.5645,0.068
